"onset" "subj" "trial"
"1357" 12 10 563
"1358" 444 10 563
"1359" -216 10 564
"1360" 428 10 564
"1361" 400 10 565
"1362" -364 10 566
"1363" -332 10 566
"1364" -132 10 566
"1365" -104 10 566
"1366" 340 10 566
"1367" -88 10 567
"1368" 304 10 567
"1369" -296 10 568
"1370" 540 10 568
"1371" -24 10 569
"1372" -4 10 569
"1373" 460 10 569
"1374" 368 10 570
"1375" -132 10 571
"1376" 496 10 571
"1377" 496 10 571
"1378" 28 10 572
"1379" 476 10 572
"1380" -296 10 573
"1381" 332 10 573
"1382" -304 10 574
"1383" 380 10 574
"1384" -288 10 575
"1385" 336 10 575
"1386" 384 10 575
"1387" -60 10 576
"1388" 44 10 576
"1389" 300 10 576
"1390" 328 10 576
"1391" 348 10 576
"1392" 456 10 576
"1393" -288 10 577
"1394" 384 10 577
"1395" -328 10 578
"1396" 420 10 578
"1397" -160 10 579
"1398" 68 10 579
"1399" 312 10 579
"1400" -204 10 580
"1401" 4 10 580
"1402" 4 10 580
"1403" 324 10 580
"1404" -52 10 581
"1405" -308 10 582
"1406" 312 10 582
"1407" -276 10 583
"1408" 0 10 583
"1409" 24 10 583
"1410" 364 10 583
"1411" -304 10 584
"1412" 276 10 584
"1413" -172 10 585
"1414" 296 10 585
"1415" 548 10 585
"1416" -228 10 586
"1417" 360 10 586
"1418" -176 10 587
"1419" -144 10 587
"1420" 400 10 587
"1421" -208 10 588
"1422" 304 10 588
"1423" -64 10 589
"1424" 304 10 589
"1425" 572 10 589
"1426" -236 10 590
"1427" 312 10 590
"1428" 564 10 590
"1429" -320 10 591
"1430" 304 10 591
"1431" -160 10 592
"1432" -356 10 593
"1433" 332 10 593
"1434" -164 10 594
"1435" 368 10 594
"1436" -200 10 595
"1437" 72 10 595
"1438" 356 10 595
"1439" -376 10 596
"1440" -152 10 596
"1441" 268 10 596
"1442" 344 10 596
"1443" -228 10 597
"1444" -228 10 597
"1445" -112 10 597
"1446" -84 10 597
"1447" 404 10 597
"1448" -380 10 598
"1449" 276 10 598
"1450" 572 10 598
"1451" -72 10 599
"1452" 304 10 599
"1453" -348 10 600
"1454" -324 10 600
"1455" -204 10 600
"1456" 392 10 600
"1457" -340 10 601
"1458" -100 10 601
"1459" 428 10 601
"1460" 416 10 602
"1461" 560 10 602
"1462" 560 10 602
"1463" 48 10 603
"1464" 72 10 603
"1465" 372 10 603
"1466" -152 10 604
"1467" 372 10 604
"1468" 580 10 604
"1469" -132 10 605
"1470" 324 10 605
"1471" -324 10 606
"1472" -132 10 606
"1473" 420 10 606
"1474" -176 10 607
"1475" 556 10 607
"1476" 380 10 608
"1477" -256 10 609
"1478" 288 10 609
"1479" 316 10 609
"1480" 476 10 609
"1481" -156 10 610
"1482" 64 10 610
"1483" 12 10 611
"1484" 380 10 611
"1485" -24 10 612
"1486" 384 10 612
"1487" -160 10 613
"1488" 244 10 613
"1489" 316 10 613
"1490" 460 10 613
"1491" -136 10 614
"1492" 448 10 614
"1493" 272 10 615
"1494" 400 10 615
"1495" 36 10 616
"1496" 356 10 616
"1497" -232 10 617
"1498" 100 10 617
"1499" 432 10 617
"1500" -204 10 618
"1501" 244 10 618
"1502" 196 10 619
"1503" -224 10 620
"1504" 96 10 620
"1505" -24 10 621
"1506" 368 10 621
"1507" 396 10 621
"1508" -176 10 622
"1509" 320 10 622
"1510" 364 10 622
"1511" 332 10 623
"1512" 36 10 624
"1513" 60 10 624
"1514" 316 10 624
"1515" -184 10 625
"1516" 408 10 625
"1517" 48 10 626
"1518" -16 10 627
"1519" 304 10 627
"1520" -212 10 628
"1521" 92 10 628
"1522" 352 10 628
"1523" 16 10 629
"1524" -320 10 630
"1525" 332 10 630
"1526" -96 10 631
"1527" 296 10 631
"1528" -20 10 632
"1529" 396 10 632
"1530" -336 10 633
"1531" 368 10 633
"1532" -316 10 634
"1533" 332 10 634
"1534" 372 10 634
"1535" 340 10 635
"1536" -256 10 636
"1537" 288 10 636
"1538" -108 10 637
"1539" -60 10 637
"1540" -308 10 638
"1541" -100 10 638
"1542" 336 10 638
"1543" -140 10 639
"1544" -112 10 639
"1545" 308 10 639
"1546" 68 10 640
"1547" 368 10 640
"1548" -392 10 641
"1549" 288 10 641
"1550" -368 10 642
"1551" -324 10 642
"1552" -300 10 642
"1553" 144 10 642
"1554" 412 10 642
"1555" -160 10 643
"1556" -140 10 643
"1557" -304 10 644
"1558" 320 10 644
"1559" -12 10 645
"1560" 484 10 645
"1561" -72 10 646
"1562" 424 10 646
"1563" 388 10 647
"1564" -360 10 648
"1565" -232 10 648
"1566" 480 10 648
"1567" -52 10 649
"1568" 320 10 649
"1569" 332 11 650
"1570" 560 11 650
"1571" -36 11 651
"1572" 44 11 651
"1573" 316 11 651
"1574" 268 11 652
"1575" -180 11 653
"1576" 240 11 653
"1577" -144 11 654
"1578" 72 11 654
"1579" 72 11 654
"1580" 276 11 654
"1581" 296 11 654
"1582" 368 11 654
"1583" -112 11 655
"1584" 360 11 655
"1585" 312 11 656
"1586" 460 11 656
"1587" 268 11 657
"1588" -184 11 658
"1589" 84 11 658
"1590" 344 11 658
"1591" 344 11 658
"1592" -296 11 659
"1593" -36 11 659
"1594" 504 11 659
"1595" 300 11 660
"1596" 324 11 660
"1597" 248 11 661
"1598" 356 11 661
"1599" -132 11 662
"1600" 412 11 662
"1601" -56 11 663
"1602" 268 11 663
"1603" -244 11 664
"1604" -68 11 664
"1605" -12 11 664
"1606" 336 11 664
"1607" -264 11 665
"1608" 228 11 665
"1609" 288 11 665
"1610" -232 11 666
"1611" 316 11 666
"1612" -144 11 667
"1613" 504 11 667
"1614" -52 12 668
"1615" 436 12 668
"1616" 88 12 669
"1617" -244 12 670
"1618" -28 12 670
"1619" 444 12 670
"1620" -156 12 671
"1621" 44 12 671
"1622" -328 12 672
"1623" -116 12 672
"1624" 84 12 672
"1625" -320 12 673
"1626" -104 12 673
"1627" -392 12 674
"1628" 476 12 674
"1629" 376 12 675
"1630" -364 12 676
"1631" -280 12 676
"1632" -228 12 676
"1633" -60 12 676
"1634" 556 12 676
"1635" -384 12 677
"1636" -144 12 677
"1637" 16 12 677
"1638" 356 12 677
"1639" -200 12 678
"1640" -116 12 678
"1641" -40 12 678
"1642" 452 12 678
"1643" -168 12 679
"1644" 60 12 679
"1645" 452 12 679
"1646" -92 12 680
"1647" 360 12 680
"1648" -208 12 681
"1649" -328 12 682
"1650" -104 12 682
"1651" 52 12 682
"1652" 428 12 682
"1653" 12 12 683
"1654" 268 12 683
"1655" -220 12 684
"1656" -32 12 684
"1657" 20 12 684
"1658" 384 12 684
"1659" 456 12 684
"1660" -156 12 685
"1661" 40 12 685
"1662" 280 12 685
"1663" 280 12 685
"1664" 572 12 685
"1665" -260 12 686
"1666" -124 12 686
"1667" -12 12 686
"1668" 264 12 686
"1669" 568 12 686
"1670" 364 12 687
"1671" 360 12 688
"1672" 600 12 688
"1673" 420 12 689
"1674" -128 12 690
"1675" 32 12 690
"1676" 420 12 690
"1677" -232 12 691
"1678" 384 12 691
"1679" 504 12 691
"1680" -308 12 692
"1681" 420 12 692
"1682" -340 12 693
"1683" -212 12 693
"1684" 20 12 693
"1685" 420 12 693
"1686" 360 13 694
"1687" -372 13 695
"1688" 336 13 695
"1689" -256 13 696
"1690" 312 13 696
"1691" 300 13 697
"1692" 392 13 697
"1693" 348 13 698
"1694" -8 13 699
"1695" -92 13 700
"1696" 16 13 700
"1697" 404 13 700
"1698" -372 13 701
"1699" -276 13 701
"1700" -36 13 701
"1701" 12 13 701
"1702" -184 13 702
"1703" 368 13 702
"1704" 384 13 702
"1705" -388 13 703
"1706" -388 13 703
"1707" -296 13 703
"1708" -256 13 703
"1709" -264 14 704
"1710" -204 14 704
"1711" -204 14 704
"1712" 320 14 704
"1713" 32 14 705
"1714" 296 14 705
"1715" -56 14 706
"1716" 388 14 706
"1717" 44 14 707
"1718" 432 14 707
"1719" -120 14 708
"1720" -96 14 708
"1721" 444 14 708
"1722" -344 14 709
"1723" 8 14 709
"1724" 404 14 709
"1725" -312 14 710
"1726" 36 14 710
"1727" 56 14 710
"1728" 556 14 710
"1729" -368 14 711
"1730" -340 14 711
"1731" 56 14 711
"1732" 248 14 711
"1733" -40 14 712
"1734" 372 14 712
"1735" -276 14 713
"1736" 476 14 713
"1737" -292 14 714
"1738" -60 14 714
"1739" -32 14 714
"1740" 488 14 714
"1741" -300 14 715
"1742" -92 14 715
"1743" 348 14 715
"1744" 372 14 715
"1745" -164 14 716
"1746" 284 14 716
"1747" -296 14 717
"1748" -272 14 717
"1749" 76 14 717
"1750" -92 14 718
"1751" 288 14 718
"1752" 24 14 719
"1753" 352 14 719
"1754" 348 14 720
"1755" -216 14 721
"1756" 52 14 721
"1757" 372 14 721
"1758" -208 14 722
"1759" -184 14 722
"1760" 332 14 722
"1761" 392 14 722
"1762" -316 14 723
"1763" -300 14 723
"1764" 400 14 723
"1765" -144 14 724
"1766" -144 14 724
"1767" 360 14 724
"1768" 268 14 725
"1769" -384 14 726
"1770" -384 14 726
"1771" 360 14 726
"1772" 360 14 726
"1773" -216 14 727
"1774" -140 14 727
"1775" 272 14 727
"1776" -264 14 728
"1777" 408 14 728
"1778" 428 14 728
"1779" -292 14 729
"1780" 64 14 729
"1781" 288 14 729
"1782" -32 14 730
"1783" 272 14 730
"1784" 560 14 730
"1785" 560 14 730
"1786" -320 14 731
"1787" 8 14 731
"1788" 32 14 731
"1789" 392 14 731
"1790" -276 14 732
"1791" 92 14 732
"1792" 372 14 732
"1793" 320 14 733
"1794" 16 14 734
"1795" 396 14 734
"1796" 420 14 734
"1797" -344 14 735
"1798" -316 14 735
"1799" 8 14 735
"1800" -176 14 736
"1801" 304 14 736
"1802" 412 14 736
"1803" -344 14 737
"1804" 48 14 737
"1805" 72 14 737
"1806" 388 14 737
"1807" -336 14 738
"1808" 356 14 738
"1809" 356 14 738
"1810" -308 14 739
"1811" -308 14 739
"1812" 260 14 739
"1813" 8 14 740
"1814" 284 14 740
"1815" -384 14 741
"1816" -92 14 741
"1817" 532 14 741
"1818" -168 14 742
"1819" 360 14 742
"1820" -288 14 743
"1821" -264 14 743
"1822" 388 14 743
"1823" 388 14 743
"1824" 296 14 744
"1825" -380 14 745
"1826" 376 14 745
"1827" -272 14 746
"1828" 292 14 746
"1829" 564 14 746
"1830" -116 14 747
"1831" 256 14 747
"1832" 256 14 747
"1833" -128 14 748
"1834" 344 14 748
"1835" -280 14 749
"1836" -280 14 749
"1837" 400 14 749
"1838" -160 14 750
"1839" 240 14 750
"1840" -168 14 751
"1841" 424 14 751
"1842" 444 14 751
"1843" -132 14 752
"1844" -108 14 752
"1845" 280 14 752
"1846" -400 14 753
"1847" 12 14 753
"1848" 400 14 753
"1849" 420 14 753
"1850" -376 14 754
"1851" -376 14 754
"1852" -12 14 754
"1853" 492 14 754
"1854" -108 14 755
"1855" 360 14 755
"1856" -328 14 756
"1857" 292 14 756
"1858" 600 14 756
"1859" -304 14 757
"1860" 16 14 757
"1861" 248 14 757
"1862" -388 14 758
"1863" -360 14 758
"1864" -300 14 758
"1865" -80 14 758
"1866" 336 14 758
"1867" -108 14 759
"1868" 344 14 759
"1869" -240 14 760
"1870" 436 14 760
"1871" -276 14 761
"1872" 316 14 761
"1873" -344 14 762
"1874" 304 14 762
"1875" 528 14 762
"1876" -400 14 763
"1877" 24 14 763
"1878" 336 14 763
"1879" -208 14 764
"1880" 104 14 764
"1881" 560 14 764
"1882" -284 14 765
"1883" -20 14 765
"1884" 300 14 765
"1885" -260 14 766
"1886" 268 14 766
"1887" 268 14 766
"1888" -216 14 767
"1889" 320 14 767
"1890" 24 14 768
"1891" 296 14 768
"1892" 596 14 768
"1893" -200 14 769
"1894" 344 14 769
"1895" 492 14 769
"1896" -400 14 770
"1897" -268 14 770
"1898" -144 14 770
"1899" -12 14 770
"1900" 96 14 770
"1901" -148 14 771
"1902" 304 14 771
"1903" 536 14 771
"1904" -180 14 772
"1905" 40 14 772
"1906" -52 14 773
"1907" 112 14 773
"1908" 372 14 773
"1909" -140 14 774
"1910" 8 14 774
"1911" 396 14 774
"1912" -312 14 775
"1913" 316 14 775
"1914" 476 14 775
"1915" -68 14 776
"1916" 228 14 776
"1917" 572 14 776
"1918" 600 14 776
"1919" 52 14 777
"1920" 396 14 777
"1921" 316 14 778
"1922" -20 14 779
"1923" 380 14 779
"1924" 560 14 779
"1925" 428 14 780
"1926" 80 14 781
"1927" 316 14 781
"1928" -360 14 782
"1929" -240 14 782
"1930" -96 14 782
"1931" 32 14 782
"1932" 92 14 782
"1933" 516 14 782
"1934" -140 14 783
"1935" 112 14 783
"1936" 356 14 783
"1937" 528 14 783
"1938" 328 14 784
"1939" -340 14 785
"1940" 20 14 785
"1941" 356 14 785
"1942" 532 15 786
"1943" 380 15 787
"1944" 412 15 787
"1945" 348 15 788
"1946" -304 15 789
"1947" 316 15 789
"1948" 344 15 789
"1949" -376 15 790
"1950" 428 15 790
"1951" -368 15 791
"1952" 532 15 791
"1953" 404 15 792
"1954" -388 15 793
"1955" -136 15 793
"1956" 500 15 793
"1957" 448 15 794
"1958" 428 15 795
"1959" -244 15 796
"1960" 420 15 796
"1961" 400 15 797
"1962" 320 15 798
"1963" -388 15 799
"1964" -344 15 799
"1965" 452 15 799
"1966" -76 15 800
"1967" 596 15 800
"1968" 432 15 801
"1969" 400 15 802
"1970" 396 15 803
"1971" -276 15 804
"1972" -88 15 804
"1973" 380 15 804
"1974" 400 15 804
"1975" -380 15 805
"1976" 352 15 805
"1977" 324 15 806
"1978" -4 15 807
"1979" 440 15 807
"1980" 508 15 807
"1981" 352 15 808
"1982" 592 15 808
"1983" 100 15 809
"1984" 284 15 809
"1985" 560 15 809
"1986" 316 15 810
"1987" 24 15 811
"1988" 456 15 811
"1989" 388 15 812
"1990" 584 15 812
"1991" 380 15 813
"1992" 528 15 813
"1993" 248 15 814
"1994" 432 15 814
"1995" 344 15 815
"1996" 464 15 815
"1997" 312 15 816
"1998" 380 15 816
"1999" 364 15 817
"2000" 544 15 817
"2001" -328 15 818
"2002" 376 15 818
"2003" 284 15 819
"2004" 572 15 819
"2005" 544 15 820
"2006" 352 15 821
"2007" 592 15 821
"2008" 460 15 822
"2009" -8 15 823
"2010" 448 15 823
"2011" -264 15 824
"2012" -180 16 825
"2013" -328 16 826
"2014" 500 16 826
"2015" 600 16 826
"2016" -272 16 827
"2017" 16 16 827
"2018" 308 16 827
"2019" -392 16 828
"2020" 368 16 828
"2021" -256 16 829
"2022" -12 16 829
"2023" 256 16 829
"2024" -44 16 830
"2025" 364 16 830
"2026" 592 16 830
"2027" 64 16 831
"2028" 280 16 831
"2029" 576 16 831
"2030" -140 16 832
"2031" 60 16 832
"2032" 332 16 832
"2033" 348 16 832
"2034" 496 16 832
"2035" -356 16 833
"2036" 468 16 833
"2037" -24 16 834
"2038" -292 16 835
"2039" -68 16 835
"2040" 388 16 835
"2041" -164 16 836
"2042" 68 16 836
"2043" 404 16 836
"2044" -352 16 837
"2045" 12 16 837
"2046" 264 16 837
"2047" 560 16 837
"2048" -268 16 838
"2049" 468 16 838
"2050" -356 16 839
"2051" 444 16 839
"2052" -136 16 840
"2053" 240 16 840
"2054" 492 16 840
"2055" -268 16 841
"2056" -44 16 841
"2057" 420 16 841
"2058" 80 16 842
"2059" 316 16 842
"2060" 472 16 842
"2061" 564 16 842
"2062" -260 16 843
"2063" 292 16 843
"2064" 40 16 844
"2065" 296 16 844
"2066" -56 16 845
"2067" 376 16 845
"2068" -272 16 846
"2069" -28 16 846
"2070" 76 16 846
"2071" -204 16 847
"2072" 8 16 847
"2073" 412 16 847
"2074" 584 16 847
"2075" 412 16 848
"2076" -352 16 849
"2077" -104 16 849
"2078" 236 16 849
"2079" 456 16 849
"2080" -360 16 850
"2081" -92 16 850
"2082" 0 16 850
"2083" 344 16 850
"2084" 564 16 850
"2085" -16 16 851
"2086" 368 16 851
"2087" 304 16 852
"2088" 552 16 852
"2089" 272 16 853
"2090" 480 16 853
"2091" -160 16 854
"2092" 0 16 854
"2093" 112 16 854
"2094" -300 16 855
"2095" 252 16 855
"2096" 464 16 855
"2097" -72 16 856
"2098" 40 16 856
"2099" 100 16 856
"2100" 308 16 856
"2101" -384 16 857
"2102" -148 16 857
"2103" 236 16 857
"2104" 500 16 857
"2105" 340 16 858
"2106" 348 16 858
"2107" -388 16 859
"2108" -136 16 859
"2109" -160 16 860
"2110" 256 16 860
"2111" 492 16 860
"2112" -8 16 861
"2113" 372 16 861
"2114" 532 16 861
"2115" -400 16 862
"2116" -176 16 862
"2117" 8 16 862
"2118" 436 16 862
"2119" -392 16 863
"2120" 4 16 863
"2121" -296 16 864
"2122" 368 16 864
"2123" -128 16 865
"2124" 528 16 865
"2125" -100 16 866
"2126" -92 16 866
"2127" -8 16 866
"2128" -8 16 866
"2129" 56 16 866
"2130" 472 16 866
"2131" 476 16 866
"2132" 560 16 866
"2133" 340 16 867
"2134" 576 16 867
"2135" 272 16 868
"2136" -372 16 869
"2137" -204 16 869
"2138" 280 16 869
"2139" 584 16 869
"2140" -204 16 870
"2141" -44 16 870
"2142" 508 16 870
"2143" -136 16 871
"2144" -44 16 871
"2145" 20 16 871
"2146" 364 16 871
"2147" 68 16 872
"2148" 304 16 872
"2149" 580 16 872
"2150" -116 16 873
"2151" 228 16 873
"2152" 512 16 873
"2153" 312 16 874
"2154" 492 16 874
"2155" 280 16 875
"2156" -368 16 876
"2157" -220 16 876
"2158" 40 16 876
"2159" 592 16 876
"2160" 324 16 877
"2161" 380 16 877
"2162" 588 16 877
"2163" -216 16 878
"2164" -64 16 878
"2165" -16 16 878
"2166" 316 16 878
"2167" 540 16 878
"2168" 88 16 879
"2169" 300 16 879
"2170" -252 16 880
"2171" 376 16 880
"2172" 596 16 880
"2173" 388 16 881
"2174" -284 16 882
"2175" -200 16 882
"2176" 524 16 882
"2177" 468 16 883
"2178" 332 16 884
"2179" 564 16 884
"2180" -396 16 885
"2181" 120 16 885
"2182" 496 16 885
"2183" -40 16 886
"2184" -324 16 887
"2185" -84 16 887
"2186" 496 16 887
"2187" -20 16 888
"2188" 384 16 888
"2189" 540 16 888
"2190" 328 16 889
"2191" 556 16 889
"2192" -316 16 890
"2193" -304 16 890
"2194" -60 16 890
"2195" 472 16 890
"2196" -160 16 891
"2197" 244 16 891
"2198" 96 16 892
"2199" 272 16 892
"2200" -316 16 893
"2201" 512 16 893
"2202" 324 16 894
"2203" -124 16 895
"2204" -76 16 895
"2205" 348 16 895
"2206" 176 16 896
"2207" 380 16 896
"2208" -196 16 897
"2209" 312 16 897
"2210" -344 16 898
"2211" 248 16 898
"2212" 592 16 898
"2213" 68 16 899
"2214" 320 16 899
"2215" -212 16 900
"2216" 308 16 900
"2217" 592 16 900
"2218" 268 16 901
"2219" -160 16 902
"2220" 472 16 902
"2221" -244 16 903
"2222" 252 16 903
"2223" 432 16 903
"2224" 432 16 903
"2225" 532 16 903
"2226" 476 16 904
"2227" -276 16 905
"2228" 488 16 905
"2229" 240 16 906
"2230" 244 16 906
"2231" -376 16 907
"2232" 268 16 907
"2233" 492 16 907
"2234" -148 16 908
"2235" 88 16 908
"2236" -396 16 909
"2237" 236 16 909
"2238" 472 16 909
"2239" 28 16 910
"2240" 392 16 910
"2241" -4 16 911
"2242" 92 16 911
"2243" 364 16 911
"2244" 280 16 912
"2245" 520 16 912
"2246" 292 16 913
"2247" 552 16 913
"2248" 292 16 914
"2249" 524 16 914
"2250" -216 16 915
"2251" 16 16 915
"2252" 284 16 915
"2253" 504 16 915
"2254" 308 16 916
"2255" -56 16 917
"2256" 92 16 917
"2257" 520 16 917
"2258" 248 16 918
"2259" 304 16 918
"2260" -100 16 919
"2261" 128 16 919
"2262" 452 16 919
"2263" -268 16 920
"2264" -16 16 920
"2265" 0 16 920
"2266" 76 16 920
"2267" 416 16 920
"2268" -200 16 921
"2269" 8 16 921
"2270" 552 16 921
"2271" -256 16 922
"2272" 296 16 922
"2273" -20 16 923
"2274" -20 16 923
"2275" -20 16 923
"2276" 408 16 923
"2277" 488 16 923
"2278" 596 16 923
"2279" -152 16 924
"2280" 68 16 924
"2281" 300 16 924
"2282" -180 16 925
"2283" 508 16 925
"2284" -320 16 926
"2285" 248 16 926
"2286" 460 16 926
"2287" -28 16 927
"2288" 220 16 927
"2289" 576 16 927
"2290" 28 16 928
"2291" 232 16 928
"2292" -376 16 929
"2293" -372 16 929
"2294" -372 16 929
"2295" -252 16 929
"2296" -200 16 929
"2297" 420 16 929
"2298" 372 16 930
"2299" 452 16 930
"2300" -336 16 931
"2301" 280 16 931
"2302" 308 16 931
"2303" 548 16 931
"2304" -4 17 932
"2305" 40 17 932
"2306" 84 17 932
"2307" 152 17 932
"2308" 368 17 932
"2309" 16 17 933
"2310" 20 17 933
"2311" -348 17 934
"2312" -348 17 934
"2313" -348 17 934
"2314" 368 17 934
"2315" 140 17 935
"2316" -308 17 936
"2317" -272 17 936
"2318" -212 17 936
"2319" -264 17 937
"2320" 364 17 937
"2321" -360 17 938
"2322" -124 17 938
"2323" 332 17 938
"2324" -32 17 939
"2325" 380 17 939
"2326" -240 17 940
"2327" 152 17 940
"2328" 352 17 940
"2329" 480 17 940
"2330" 396 17 941
"2331" 396 17 941
"2332" 444 17 941
"2333" -116 17 942
"2334" 76 17 942
"2335" 76 17 942
"2336" 396 17 942
"2337" -300 17 943
"2338" 320 17 943
"2339" 440 17 943
"2340" -292 17 944
"2341" 384 17 944
"2342" -12 17 945
"2343" 364 17 945
"2344" -20 17 946
"2345" 396 17 946
"2346" 280 17 947
"2347" 420 17 947
"2348" -196 17 948
"2349" -88 17 948
"2350" 284 17 948
"2351" 316 17 948
"2352" 364 17 948
"2353" 400 17 948
"2354" -92 17 949
"2355" 320 17 949
"2356" 400 17 949
"2357" 456 17 949
"2358" 448 17 950
"2359" 588 17 950
"2360" -364 17 951
"2361" -68 17 951
"2362" 420 17 951
"2363" 400 17 952
"2364" -296 17 953
"2365" -256 17 953
"2366" 316 17 953
"2367" 444 17 953
"2368" 248 17 954
"2369" 356 17 954
"2370" 124 17 955
"2371" 160 17 955
"2372" 272 17 955
"2373" -328 17 956
"2374" -288 17 956
"2375" 348 17 956
"2376" 240 17 957
"2377" -112 17 958
"2378" 416 17 958
"2379" 60 17 959
"2380" 116 17 959
"2381" 512 17 959
"2382" 304 17 960
"2383" 296 17 961
"2384" -312 17 962
"2385" 272 17 962
"2386" -276 17 963
"2387" -236 17 963
"2388" -200 17 963
"2389" -172 17 963
"2390" -128 17 963
"2391" 308 17 963
"2392" -364 17 964
"2393" 276 17 964
"2394" -284 17 965
"2395" 344 17 965
"2396" -400 17 966
"2397" -380 17 966
"2398" 296 17 966
"2399" 140 17 967
"2400" -72 17 968
"2401" 356 17 968
"2402" 396 17 968
"2403" -64 17 969
"2404" -116 17 970
"2405" 308 17 970
"2406" -28 17 971
"2407" -12 17 971
"2408" 376 17 971
"2409" 300 17 972
"2410" -244 17 973
"2411" -220 17 973
"2412" 356 17 973
"2413" 288 17 974
"2414" 396 17 974
"2415" 20 17 975
"2416" 296 17 975
"2417" 32 17 976
"2418" 72 17 976
"2419" 88 17 976
"2420" 376 17 976
"2421" 516 17 976
"2422" -204 17 977
"2423" 300 17 977
"2424" 68 17 978
"2425" 264 17 978
"2426" 344 17 978
"2427" -44 17 979
"2428" -44 17 979
"2429" 388 17 979
"2430" 500 17 979
"2431" -340 17 980
"2432" 324 17 980
"2433" 372 17 980
"2434" 276 17 981
"2435" 0 17 982
"2436" 332 17 982
"2437" 76 17 983
"2438" 188 17 983
"2439" 544 17 983
"2440" 284 17 984
"2441" -32 17 985
"2442" 284 17 985
"2443" 288 17 985
"2444" 588 17 985
"2445" -216 17 986
"2446" -268 17 987
"2447" 312 17 987
"2448" -200 17 988
"2449" -188 17 988
"2450" -372 17 989
"2451" -328 17 989
"2452" 324 17 989
"2453" -308 17 990
"2454" 292 17 990
"2455" 576 17 990
"2456" 292 17 991
"2457" 456 17 991
"2458" 488 17 991
"2459" 552 17 991
"2460" -256 17 992
"2461" -128 17 992
"2462" -128 17 992
"2463" 292 17 992
"2464" -68 17 993
"2465" 32 17 993
"2466" 592 17 993
"2467" -160 17 994
"2468" -140 17 994
"2469" 284 17 994
"2470" -116 17 995
"2471" 276 17 995
"2472" 288 17 995
"2473" -184 17 996
"2474" -184 17 996
"2475" 264 17 996
"2476" 340 17 996
"2477" 332 17 997
"2478" -148 17 998
"2479" 88 17 998
"2480" 392 17 998
"2481" -268 17 999
"2482" 360 17 999
"2483" 300 17 1000
"2484" -32 17 1001
"2485" 536 17 1001
"2486" 596 17 1001
"2487" 304 17 1002
"2488" 540 17 1002
"2489" 592 17 1002
"2490" 296 17 1003
"2491" -256 17 1004
"2492" 292 17 1004
"2493" 384 17 1004
"2494" 416 17 1004
"2495" 288 17 1005
"2496" -84 17 1006
"2497" 312 17 1006
"2498" 260 17 1007
"2499" 60 17 1008
"2500" 84 17 1008
"2501" 484 17 1008
"2502" 248 17 1009
"2503" -276 17 1010
"2504" 352 17 1010
"2505" 356 17 1010
"2506" 292 17 1011
"2507" -144 17 1012
"2508" -364 17 1013
"2509" -148 17 1013
"2510" 312 17 1013
"2511" -348 17 1014
"2512" -76 17 1014
"2513" 304 17 1014
"2514" 84 17 1015
"2515" 304 17 1015
"2516" 400 17 1015
"2517" -268 17 1016
"2518" -96 17 1016
"2519" 260 17 1016
"2520" -236 18 1017
"2521" 372 18 1017
"2522" -244 18 1018
"2523" 284 18 1018
"2524" 328 18 1018
"2525" -100 18 1019
"2526" 316 18 1019
"2527" -28 18 1020
"2528" 224 18 1020
"2529" -284 18 1021
"2530" 288 18 1021
"2531" -52 18 1022
"2532" 228 18 1022
"2533" -320 18 1023
"2534" 356 18 1023
"2535" -208 18 1024
"2536" 372 18 1024
"2537" -292 18 1025
"2538" 324 18 1025
"2539" 8 18 1026
"2540" 364 18 1026
"2541" -252 18 1027
"2542" 92 18 1027
"2543" 332 18 1027
"2544" -332 18 1028
"2545" -16 18 1028
"2546" -392 18 1029
"2547" -132 18 1029
"2548" 256 18 1029
"2549" -92 19 1030
"2550" -32 19 1030
"2551" 220 19 1030
"2552" -252 19 1031
"2553" 24 19 1031
"2554" 392 19 1031
"2555" -72 19 1032
"2556" 284 19 1032
"2557" 572 19 1032
"2558" -260 19 1033
"2559" 568 19 1033
"2560" -208 19 1034
"2561" 96 19 1034
"2562" 340 19 1034
"2563" -384 19 1035
"2564" 244 19 1035
"2565" 64 19 1036
"2566" 280 19 1036
"2567" 292 19 1036
"2568" -396 19 1037
"2569" -320 19 1037
"2570" 100 19 1037
"2571" 268 19 1037
"2572" -272 19 1038
"2573" 52 19 1038
"2574" 344 19 1038
"2575" -308 19 1039
"2576" 256 19 1039
"2577" 572 19 1039
"2578" -32 19 1040
"2579" 580 19 1040
"2580" 292 19 1041
"2581" 584 19 1041
"2582" 276 19 1042
"2583" -16 19 1043
"2584" 468 19 1043
"2585" 392 19 1044
"2586" -324 19 1045
"2587" -44 19 1045
"2588" 292 19 1045
"2589" -24 19 1046
"2590" -212 19 1047
"2591" -96 19 1047
"2592" 216 19 1047
"2593" 496 19 1047
"2594" 468 19 1048
"2595" -244 19 1049
"2596" 600 19 1049
"2597" 8 19 1050
"2598" 516 19 1050
"2599" 292 19 1051
"2600" -212 19 1052
"2601" -140 19 1052
"2602" 0 19 1052
"2603" 352 19 1052
"2604" 308 19 1053
"2605" 544 19 1053
"2606" -188 19 1054
"2607" 256 19 1054
"2608" -360 19 1055
"2609" 68 19 1055
"2610" 408 19 1055
"2611" -352 19 1056
"2612" -32 19 1056
"2613" 396 19 1056
"2614" -256 19 1057
"2615" 412 19 1057
